name,image,classification,street_name_address,parking,info,call,hardness,latitude
광덕사,0,지역사찰,대구 달성군 가창면 헐티로 1190,,,053-763-0068,128.614259,35.83752152
금강반야사,0,지역사찰,대구 남구 안골3길 15,,,053-652-6116,128.5776098,35.83629785
경전심인당,0,지역사찰,대구 북구 복현로 17,,,053-953-2662,128.6231246,35.89396769
무릉도원관광농원,0,관광농원/허브마을,대구 달성군 옥포읍 옥포로111길 85-6,,,053-611-3285,128.494996,35.74133794
수태골계곡,0,폭포/계곡,대구 동구 신무동,,,-,128.7122715,35.98923953
안심습지,0,일반관광지,대구 동구 대림동 643,,,-,128.7504611,35.86523422
성재서당,0,서원/향교/서당,대구 동구 미대길 120,,,-,128.6682702,35.96654616
낙동서원,0,서원/향교/서당,대구 달서구 송현로7길 32,,,-,128.5455117,35.81972858
마수지,0,지역호수/저수지,대구 달성군 화원읍 명곡리 930,,,-,128.4928489,35.79382339
골밭실못,0,지역호수/저수지,대구 북구 국우동 529,,,-,128.5816068,35.94097342
천황사,0,지역사찰,대구 서구 통학로 80-1,,,010-5766-8047,128.580265,35.88551486
달마사,0,지역사찰,대구 수성구 달구벌대로 3065,,,-,128.6924228,35.84321978
곱창골목,0,먹거리/패션거리,대구 남구 대명동,,,-,128.5745153,35.83679718
황금꽃식물원,0,식물원,대구 동구 팔공로 875,,,053-985-8889,128.6744669,35.9563418
예현지,0,지역호수/저수지,대구 달성군 구지면 예현리 524,,,-,128.4321501,35.63621891
수명사,0,지역사찰,대구 달서구 당산로24길 19,,,053-654-8050,128.5463538,35.84689174
닭똥집명물거리,0,먹거리/패션거리,대구 동구 신암동 597,,,-,128.6188985,35.88284307
대성사,0,유명사찰,대구 달서구 장기로 52,,,053-624-0542,128.5553312,35.8433759
감로사,0,지역사찰,대구 서구 국채보상로34길 39-11,,,053-571-6938,128.5967153,35.85082179
가실지,0,지역호수/저수지,대구 달성군 하빈면 무등리,,,-,128.4670333,35.92291576
대신지,0,지역호수/저수지,대구 동구 신용동 50,,,-,128.6414321,35.98793003
보명사,0,지역사찰,대구 중구 중앙대로 464,,,053-422-1358,128.4789789,35.70240373
미타사,0,지역사찰,대구 북구 공항로 10-12 3층,,,-,128.6647069,35.94854084
대월사,0,지역사찰,대구 동구 팔공로 375,,,053-983-7625,128.6425993,35.932532
동명사,0,지역사찰,대구 달성군 가창면 가창로155길 45,,,053-767-6868,128.6393563,35.78084451
견성사,0,지역사찰,대구 중구 북성로4길 60-2,,,053-253-7766,128.5850502,35.87162049
공구상골목,0,먹거리/패션거리,대구 중구 서성로13길 79,,,-,128.5829511,35.87172599
이인성사과나무거리,0,먹거리/패션거리,대구 북구 동북로37길 58-16,,,-,128.6122995,35.90342353
대진지,0,지역호수/저수지,대구 수성구 대흥동 907,,,-,128.691423,35.83376686
사방지,0,지역호수/저수지,대구 달성군 현풍읍 자모리,,,-,128.3883846,35.6844432
백팔사찰순례단,0,지역사찰,대구 수성구 수성로32길 41-5,,,053-475-1070,128.5991606,35.8523037
보은사,0,지역사찰,대구 달서구 조암남로14길 54,,,053-639-6684,128.7286478,35.97184986
대구닭똥집골목,0,먹거리/패션거리,대구 동구 신암1동,,,-,128.6197688,35.88265131
원당지,0,지역호수/저수지,대구 달성군 화원읍 명곡리,,,-,128.5072513,35.78602401
서당지,0,지역호수/저수지,대구 달성군 하빈면 무등리,,,-,128.663166,35.86018042
강동지,0,지역호수/저수지,대구 동구 봉무동,,,-,128.6446811,35.92868726
터실못,0,지역호수/저수지,대구 달성군 하빈면 기곡리,,,-,128.4363495,35.91916063
여래사,0,지역사찰,대구 동구 팔공산로 1467-30,,,053-983-1979,128.4371109,35.72910731
청용사,0,지역사찰,대구 달서구 송현로8길 60-3 1층,,,-,128.5573897,35.87324332
에스지아이,0,지역사찰,대구 북구 침산로 52,,,053-522-8884,128.5536612,35.89005861
일성사,0,지역사찰,대구 남구 대명복개로3길 19-20,,,053-622-7875,128.5610303,35.8407017
다보사,0,지역사찰,대구 동구 파계로 107-12,,,053-986-4548,128.6941837,35.97340103
수법사,0,지역사찰,대구 동구 용천로 437,,,053-981-4770,128.6712396,35.98824682
애니멀밸리,0,동물원,대구 달성군 가창면 가창로175길 8,,,053-608-5000,128.6354479,35.7880377
동림상패,0,토속/특산물/기념품매장,대구 중구 국채보상로149길 87 1층,,,053-423-1773,128.6074002,35.83433604
녹동서원,0,서원/향교/서당,대구 달성군 가창면 우록길 218,,,053-767-5790,128.6465962,35.72333308
설선당,0,서원/향교/서당,대구 동구 파계로 741,,,-,128.6404672,36.00150278
국우동탱자나무,0,일반관광지,대구 북구 도남길 45-7,,,-,128.5803595,35.95304129
도원소류지,0,지역호수/저수지,대구 달서구 도원동,,,-,128.5541762,35.78830278
백년사,0,지역사찰,대구 북구 학정로42길 26-39,,,-,128.5595307,35.92485451
퀸스로드패션타운,0,먹거리/패션거리,대구 서구 중리동 1136-163,,,-,128.5443627,35.86183228
양말골목,0,먹거리/패션거리,대구 중구 대신동,,,-,128.5820481,35.86572908
비슬산드라이브코스,0,먹거리/패션거리,대구 달성군 유가읍 양리 586,,,-,128.491971,35.70295777
용연사,0,유명사찰,대구 달성군 옥포읍 용연사길 260,,,053-616-8846,128.5201653,35.74783467
진각사,0,지역사찰,대구 달서구 송현로12안길 9,,,-,128.6569729,35.96725966
적묵당,0,서원/향교/서당,대구 동구 중대동 산 7-3,,,-,128.6404672,36.00150278
화장사,0,지역사찰,대구 달성군 화원읍 비슬로522길 41,,,053-632-5516,128.5017145,35.80268109
무광산사,0,지역사찰,대구 남구 영선시장1길 2,,,053-477-0108,128.5913499,35.85035261
선광사,0,지역사찰,대구 남구 고산3길 36,,,-,128.4436505,35.90040312
효총사,0,지역사찰,대구 북구 대학로 5,,,053-959-0490,128.6022867,35.88856723
대구진골목,0,먹거리/패션거리,대구 중구 중앙대로 403,,,-,128.5929328,35.86882216
동화사,0,유명사찰,대구 남구 봉덕로9길 67,,,053-424-1566,128.7042034,35.99301808
독암서당,0,서원/향교/서당,대구 동구 팔공로68길 36,,,-,128.6450035,35.93087891
신덕지,0,지역호수/저수지,대구 동구 신평동,,,-,128.6969649,35.88292913
신낙지,0,지역호수/저수지,대구 북구 관음동 394-1,,,-,128.5378329,35.94347631
용정지,0,지역호수/저수지,대구 동구 신용동,,,-,128.6485808,35.98460543
선주사,0,지역사찰,대구 수성구 파동로30길 6-20,,,053-763-7252,128.6152771,35.81651568
신광사,0,지역사찰,대구 남구 앞산순환로 442,,,053-656-4274,128.5742977,35.83016718
개원사,0,지역사찰,대구 동구 효동로 123-4,,,053-942-9111,128.6448529,35.9318726
아양기찻길,0,일반관광지,대구 동구 해동로 82,,,-,128.6384004,35.89025631
금성사,0,지역사찰,대구 중구 큰장로26길 65,,,-,128.461019,35.7915712
갓바위,0,일반관광지,대구 동구 진인동 123-30,,,-,128.7262061,35.97108022
연통사,0,지역사찰,대구 동구 팔공로205길 97,,,-,128.6938782,35.95760037
화원유원지화원동산전망대,0,일반관광지,대구 달성군 화원읍 사문진로1길 40-14,,,053-659-4465,128.4834403,35.81454892
오설지,0,지역호수/저수지,대구 달성군 구지면 오설리 181,,,-,128.3763033,35.68004498
서리지,0,지역호수/저수지,대구 북구 동호동 73,,,-,128.5646108,35.96572352
중대지,0,지역호수/저수지,대구 동구 중대동 67-3,,,-,128.6377832,35.99118022
선물앤건강,0,토속/특산물/기념품매장,대구 수성구 수성로72길 7,,,0505-599-8755,128.6143299,35.8562842
하중도유채꽃단지,0,유명관광지,대구 북구 노곡동,,,053-589-5847,128.5629163,35.90240579
미타선원,0,지역사찰,대구 달성군 가창면 가창로108길 69,,,053-767-9869,128.6580011,35.76036304
귀금속거리,0,먹거리/패션거리,대구 중구 용덕동,,,-,128.5972403,35.8743449
비슬산참꽃문화제,0,지역축제,대구 달성군 유가읍 일연선사길 99,,,053-715-1293,128.5170797,35.69128128
토이빌리지,0,테마공원/대형놀이공원,대구 동구 혁신대로 468,,,053-964-0099,128.7480382,35.87406888
가창우록리먹거리마을,0,먹거리/패션거리,대구 달성군 가창면 우록1길 20-20,,,-,128.6434856,35.72249942
달창지길,0,먹거리/패션거리,대구 달성군 유가읍 한정리,,,-,128.4600486,35.64364126
오천서원,0,서원/향교/서당,대구 수성구 파동로2안길 20,,,-,128.6302173,35.80607076
대덕지,0,지역호수/저수지,대구 수성구 범물동,,,-,128.6656927,35.82847236
장곡지,0,지역호수/저수지,대구 군위군 산성면 운산리 36,,,-,128.4294764,35.87094446
도덕지,0,지역호수/저수지,대구 북구 연경동,,,-,128.6076219,35.97444531
위천하우스공예,0,토속/특산물/기념품매장,대구 달성군 논공읍 성산로 1249,,,053-616-5038,128.3960536,35.75886256
추명사,0,지역사찰,대구 동구 파계로112길 30,,,-,128.6353405,35.97840643
수성못페스티벌,0,지역축제,대구 수성구 두산동 499-4,,,-,128.6196668,35.82911329
붓다사,0,지역사찰,대구 달서구 수밭길 60-25,,,053-633-4466,128.5482753,35.79491137
티켓아이원,0,먹거리/패션거리,대구 수성구 들안로 49,,,070-7717-9332,128.6162428,35.83425351
대구동성로축제,0,지역축제,대구 중구 동성로2길 27,,,053-423-3337,128.5937153,35.86715644
지동지,0,지역호수/저수지,대구 달성군 현풍읍 지리,,,-,128.4280918,35.66988961
정대지,0,지역호수/저수지,대구 달성군 가창면 정대리,,,-,128.5511598,35.74143696
장구지,0,지역호수/저수지,대구 달성군 다사읍 문양리,,,-,128.4263656,35.87918816
서곡지,0,지역호수/저수지,대구 달성군 다사읍 문양리,,,-,128.4334019,35.87991671
법륜사,0,지역사찰,대구 달서구 구마로14남길 72,,,053-522-8686,128.5108201,35.90137364
능인선원,0,지역사찰,대구 수성구 동대구로 218-12,,,053-753-6875,128.625835,35.84972662
묘적사,0,지역사찰,대구 동구 노실길 132-5,,,053-964-6491,128.7597305,35.88762621
우정사,0,토속/특산물/기념품매장,대구 중구 달구벌대로 지하 2160 메트로프자라 F228호,,,053-422-7545,128.5992313,35.86317194
법황사,0,지역사찰,대구 수성구 명덕로 423,,,053-428-8181,128.6165511,35.85450012
금강선원,0,지역사찰,대구 달서구 월배로 323,,,-,128.5018936,35.80067908
의밀심인당,0,지역사찰,대구 중구 달성로21길 84,,,-,128.5985904,35.85577904
만수지,0,지역호수/저수지,대구 달성군 옥포읍 김흥리,,,-,128.4906392,35.73969251
월곡지,0,지역호수/저수지,대구 달서구 상인동 1328-1,,,-,128.5660232,35.80738962
구미지,0,지역호수/저수지,대구 동구 도동 730-2,,,-,128.6709643,35.91527062
천명사,0,지역사찰,대구 서구 평리로 166-1,,,-,128.7177564,35.95407721
월인사,0,지역사찰,대구 달성군 가창면 가창로85길 52,,,053-767-3971,128.6512354,35.74764621
보은정사,0,지역사찰,대구 달성군 가창면 가창로75길 7-4,,,053-768-4742,128.650789,35.74657238
황룡사,0,지역사찰,대구 달서구 앞산순환로 290-38,,,053-621-2389,128.5932714,35.923494
큰장길침구류명물거리,0,먹거리/패션거리,대구 서구 내당동,,,-,128.5718472,35.86380833
보현정사,0,지역사찰,대구 동구 동촌로41길 31-12,,,-,128.6631188,35.88443442
도림사,0,지역사찰,대구 서구 통학로38길 24-2,,,010-3671-6343,128.7324448,35.94766257
완전지,0,지역호수/저수지,대구 북구 국우동 33,,,-,128.5867608,35.95756733
극락정사,0,지역사찰,대구 수성구 청수로35길 135-7,,,053-765-3737,128.6348567,35.84281044
청룡사,0,지역사찰,대구 서구 서대구로34길 14-1,,,053-556-5077,128.58731,35.84427608
이곡지,0,지역호수/저수지,대구 북구 서변동,,,-,128.7206601,35.88727951
대승원,0,지역사찰,대구 달서구 앞산순환로 263,,,-,128.5567385,35.82651102
석주사,0,지역사찰,대구 달성군 가창면 가창로10길 16-38,,,-,128.6773872,35.72327347
도성사,0,지역사찰,대구 동구 도평로77길 261,,,053-982-2500,128.6578088,35.94178299
대명심인당,0,지역사찰,대구 남구 현충서길 128,,,053-625-6626,128.5800074,35.84951278
사배지,0,지역호수/저수지,대구 달성군 유가읍 도의리 99,,,-,128.4655942,35.66341547
대곡지,0,지역호수/저수지,대구 동구 지묘동,,,-,128.6437508,35.94999644
대구구도회,0,지역사찰,대구 남구 큰골길 24,,,-,128.5774755,35.83767071
개천사,0,지역사찰,대구 중구 명륜로23길 38-10,,,-,128.5963646,35.86174518
보림사,0,지역사찰,대구 남구 현충로24길 24-18,,,053-626-7570,128.7144644,35.95927864
낙산심인당,0,지역사찰,대구 동구 안심로22길 14-1,,,053-941-1170,128.6955016,35.86613482
헌책방거리,0,먹거리/패션거리,대구 중구 남산동,,,-,128.5919035,35.86208089
손으로만드는행복,0,토속/특산물/기념품매장,대구 달성군 현풍읍 현풍중앙로 64,,,053-323-8119,128.4454168,35.69508057
팔공산케이블카,0,일반관광지,대구 동구 팔공산로185길 51,,,053-982-8803,128.6948401,35.99086103
김흥1지,0,지역호수/저수지,대구 달성군 옥포읍 김흥리,,,-,128.4888808,35.74889166
범우지,0,지역호수/저수지,대구 달성군 하빈면 무등리,,,-,128.4622704,35.91386741
화성사,0,지역사찰,대구 북구 구암로15길 20,,,053-323-6021,128.5500819,35.93436656
강정고령보문화관,0,일반관광지,"대구 달성군 다사읍 강정본길 57 지하1층,1~3층",,,053-585-0916,128.4649756,35.84105571
계산서원,0,서원/향교/서당,대구 중구 서성로 10 1층,,,053-257-8962,128.5872952,35.86732633
2030골목,0,먹거리/패션거리,대구 중구 동성로3길 32-16,,,-,128.5982953,35.86637573
대니산드라이브코스,0,먹거리/패션거리,대구 달성군 구지면 도동리 438-2,,,-,128.3572136,35.68731009
최정사,0,지역사찰,대구 달성군 가창면 주리1길 153-9,,,-,128.6375731,35.7556363
산곡지,0,지역호수/저수지,대구 북구 도남동 37,,,-,128.5891873,35.97434263
동해사,0,지역사찰,대구 동구 팔공산로292길 47,,,-,128.6903402,35.95934763
냉천지,0,지역호수/저수지,대구 달성군 가창면 냉천리,,,-,128.6425344,35.77786838
내곡지,0,지역호수/저수지,대구 군위군 효령면 화계리 218,,,-,128.5129069,35.90497079
칠성관음사,0,지역사찰,대구 북구 칠성로 124,,,-,128.6026496,35.8778623
봉산서원,0,서원/향교/서당,대구 수성구 수성로12길 70,,,-,128.6122657,35.83296102
운흥사,0,지역사찰,대구 서구 달서로15길 42-9,,,053-565-0845,128.60355,35.779925
용연사계곡,0,폭포/계곡,대구 달성군 옥포읍 반송리,,,-,128.5113534,35.75128137
낙빈서원,0,서원/향교/서당,대구 달성군 하빈면 묘리 795,,,-,128.4125359,35.90782931
대암지,0,지역호수/저수지,대구 달성군 구지면 대암리,,,-,128.6798869,35.91267841
불정심인당,0,지역사찰,대구 중구 남산로7길 90,,,053-256-9317,128.5790915,35.86064867
광법사,0,지역사찰,대구 달성군 화원읍 사문진로3길 3,,,053-635-5371,128.4862402,35.80872377
천용사,0,지역사찰,대구 남구 대명남로 60,,,010-4454-9368,128.6927344,35.98877239
관암사,0,지역사찰,대구 동구 갓바위로 350,,,-,128.7347858,35.97790374
앞산맛둘레길,0,먹거리/패션거리,대구 남구 앞산순환로 411,,,-,128.5702835,35.83181401
수성방갈로,0,먹거리/패션거리,대구 수성구 두산동,,,-,128.6227646,35.82605901
피어나길,0,먹거리/패션거리,대구 중구 종로 49-1,,,-,128.5911149,35.87026289
금은방골목,0,먹거리/패션거리,대구 중구 대신동,,,-,128.5803031,35.87062901
대명유수지,0,지역호수/저수지,대구 달서구 대천동 816,,,-,128.490689,35.82249289
마천산산림욕장,0,일반유원지/일반놀이공원,대구 달성군 다사읍 이천리 산 41,,,-,128.4581231,35.89329693
일국사,0,지역사찰,대구 북구 동암로38길 9-31,,,-,128.570847,35.94214293
대구아쿠아리움,0,아쿠아리움/대형수족관,대구 동구 동부로 149 신세계백화점 대구점 9층,,,053-247-8899,128.6289002,35.87783716
대구국제뮤지컬페스티벌,0,지역축제,대구 북구 호암로 51 대구삼성창조캠퍼스 F동 2층,,,053-622-1945,128.596086,35.88364719
안심정사,0,지역사찰,대구 동구 동호로7길 80,,,053-625-4557,128.7318737,35.87008069
위천지,0,지역호수/저수지,대구 달성군 논공읍 위천리,,,-,128.4080127,35.75949947
능전지,0,지역호수/저수지,대구 달성군 옥포읍 김흥리,,,-,128.5015666,35.7415025
길상선원,0,지역사찰,대구 수성구 수성로24길 21,,,053-762-5417,128.6124317,35.8367567
동화천,0,지역호수/저수지,대구 북구 동변동 617-1,,,-,128.6001112,35.92164788
양곡지,0,지역호수/저수지,대구 달성군 논공읍 노이리 139-2,,,-,128.4597941,35.7521685
대구수목원,0,휴양림/수목원,대구 달서구 화암로 342,,,053-803-7270,128.521057,35.8004111
용흥지,0,지역호수/저수지,대구 달성군 현풍읍 지리 1353-1,,,-,128.4307564,35.66725547
새마을지,0,지역호수/저수지,대구 북구 국우동 126,,,-,128.5870717,35.95573627
관음지,0,지역호수/저수지,대구 동구 팔공로51길 15-6,,,053-983-4984,128.5440625,35.94719177
신익심인당,0,지역사찰,대구 서구 국채보상로81길 40,,,053-554-2391,128.5754048,35.87532782
금안사,0,지역사찰,대구 남구 용두1길 104,,,-,128.6032629,35.8295527
대각사,0,지역사찰,대구 서구 통학로15길 22,,,-,128.5812808,35.84055463
대한불교법천종,0,지역사찰,대구 달서구 달구벌대로203길 75,,,053-582-1515,128.4791056,35.85648043
정수암,0,지역사찰,대구 달성군 구지면 도동리 산 1-2,,,-,128.3714372,35.69281642
봉덕진광원,0,지역사찰,대구 남구 봉덕로23길 17,,,053-471-3575,128.6012748,35.84536844
대일지,0,지역호수/저수지,대구 달성군 가창면 대일리 516,,,-,128.6424371,35.76813144
선봉사,0,지역사찰,대구 달서구 비슬로540길 15,,,053-644-0108,128.5030172,35.79773723
영불사,0,지역사찰,대구 동구 팔공로201길 36,,,053-983-3051,128.6881305,35.95691446
봉황사,0,지역사찰,대구 중구 큰장로24안길 28,,,-,128.5238421,35.79051206
법연원,0,지역사찰,대구 수성구 명덕로 423,,,-,128.6165616,35.85450949
에움아리길,0,먹거리/패션거리,대구 수성구 만촌동 658-5,,,-,128.6434894,35.86673604
국립박물관문화재단,0,토속/특산물/기념품매장,대구 수성구 청호로 321,,,053-761-8317,128.6380158,35.84583586
원만사,0,유명사찰,대구 중구 달구벌대로 2015,,,053-257-1914,128.5841537,35.86598922
동촌파크광장놀이공원,0,테마공원/대형놀이공원,대구 동구 효동로2길 54,,,-,128.6535591,35.87874477
구천지,0,지역호수/저수지,대구 수성구 매호동 632,,,-,128.7143879,35.84381082
성화사,0,지역사찰,대구 달서구 장기로12길 10,,,053-625-9030,128.5555162,35.84386609
관악사,0,지역사찰,대구 동구 안심로43길 19-2,,,053-963-6718,128.7086434,35.86801341
약전골목,0,먹거리/패션거리,대구 중구 남성로 158-1,,,-,128.5899426,35.8678202
반고개무침회골목,0,먹거리/패션거리,대구 서구 내당동 1257-32,,,-,128.5704874,35.86270937
용천사,0,지역사찰,대구 달서구 파도고개로1길 13,,,-,128.6923141,35.95195416
대구녹색에너지체험관,0,일반관광지,대구 달서구 성서공단로 52,,,053-580-7939,128.4881816,35.83462424
학봉피크닉전망대,0,일반관광지,대구 북구 연경동 산 153-2,,,-,128.6155483,35.93460371
김흥2지,0,지역호수/저수지,대구 달성군 옥포읍 김흥리,,,-,128.4899489,35.74643497
단산지,0,지역호수/저수지,대구 동구 봉무동 1307,,,-,128.6665498,35.76210566
옥수지,0,지역호수/저수지,대구 군위군 의흥면 연계리,,,-,128.7062715,35.80852089
하선지,0,지역호수/저수지,대구 동구 용수동 847-3,,,-,128.6792054,35.98755574
응원사,0,지역사찰,대구 중구 중앙대로68길 16,,,053-425-5953,128.594257,35.86278668
칠보사,0,지역사찰,대구 동구 과학로13길 88,,,053-963-8975,128.7158688,35.89173884
당정지,0,지역호수/저수지,대구 동구 송정동,,,-,128.618561,35.99439811
대구공예,0,토속/특산물/기념품매장,대구 남구 봉덕로1길 8,,,053-474-9074,128.591428,35.84570442
연호내지,0,지역호수/저수지,대구 수성구 연호동,,,-,128.6684662,35.83685518
부인사,0,유명사찰,대구 동구 팔공산로 967-28,,,053-982-5006,128.6733042,35.99564494
인흥서원,0,지역사찰,대구 달성군 화원읍 인흥2길 26,,,053-650-3206,128.5157296,35.78945912
솝소류지,0,지역호수/저수지,대구 달성군 구지면 대암리,,,-,128.3960549,35.61909879
주동지,0,지역호수/저수지,대구 달성군 가창면 주리 217-1,,,-,128.6445083,35.75611686
당고개지,0,지역호수/저수지,대구 수성구 삼덕동 736-2,,,-,128.6594137,35.82429531
덕안사,0,지역사찰,대구 달성군 가창면 가창로216길 38,,,053-621-4444,128.6266601,35.80273869
성련사,0,지역사찰,대구 동구 파계로120길 91-1,,,053-356-3562,128.643244,35.98568876
용운사,0,지역사찰,대구 서구 국채보상로 177-1,,,053-559-7187,128.5503794,35.86982829
달마선원,0,지역사찰,대구 달성군 유가읍 개실길 65,,,-,128.6768759,35.97029234
수성빛예술제,0,지역축제,대구 수성구 두산동 526,,,053-668-1500,128.6180485,35.82859707
호프골목,0,먹거리/패션거리,대구 중구 공평동,,,-,128.5973455,35.86803562
예연서원,0,서원/향교/서당,대구 달성군 유가읍 구례길 123,,,-,128.4700268,35.65585848
위천늪,0,지역호수/저수지,대구 달성군 논공읍 위천리,,,-,128.3977263,35.75932991
인각사,0,지역사찰,대구 군위군 삼국유사면 삼국유사로 250,,,054-383-1161,128.6931992,35.95670198
보광사,0,지역사찰,대구 달서구 조암남로14길 54,,,053-639-6684,128.6447897,35.81411403
광제사,0,지역사찰,대구 북구 연암공원로13길 12-15,,,053-941-2995,128.5984175,35.89733463
백불원,0,지역사찰,대구 달서구 성당로 163,,,053-627-7776,128.5742315,35.85963019
천불사,0,지역사찰,대구 서구 평리로 337,,,010-9206-2314,128.6716864,35.98770154
현각사,0,지역사찰,대구 서구 가르뱅이로 79-4,,,053-556-0551,128.5293219,35.88278597
팔공산순환도로단풍,0,먹거리/패션거리,대구 동구 용수동,,,-,128.681029,35.99397197
해수암,0,지역사찰,대구 남구 앞산순환로99길 48,,,070-8964-8238,128.456746,35.66576932
금화사,0,지역사찰,대구 달성군 논공읍 비슬로350길 99,,,-,128.4190718,35.76903997
덕화사,0,지역사찰,대구 남구 고산3길 18,,,-,128.6020461,35.83210673
수성유원지,0,일반유원지/일반놀이공원,대구 수성구 무학로 78,,,053-666-2863,128.6196548,35.82891731
청산도예,0,토속/특산물/기념품매장,대구 수성구 달구벌대로627길 5-12,,,053-791-0149,128.6999973,35.84254339
법룡사,0,지역사찰,대구 북구 칠곡중앙대로 254,,,053-313-7733,128.5480304,35.91860262
수도선원,0,지역사찰,대구 수성구 국채보상로186길 59,,,053-743-7070,128.6340274,35.86558032
웨딩거리,0,먹거리/패션거리,대구 중구 대봉동,,,-,128.6043852,35.8600443
상곡지,0,지역호수/저수지,대구 동구 도동,,,-,128.6584503,35.92681599
오실지,0,지역호수/저수지,대구 동구 능성동,,,-,128.7370782,35.96468376
유진공방,0,토속/특산물/기념품매장,대구 중구 서성로 7,,,053-428-6322,128.5866696,35.86723661
향림사,0,지역사찰,대구 달성군 가창면 우록길 79-58,,,053-767-7504,128.662559,35.72770077
독불사,0,지역사찰,대구 동구 아양로7길 15-16,,,-,128.6734207,35.98221649
강정고령보인증센터,0,일반관광지,대구 달성군 다사읍 죽곡리 806,,,-,128.4626455,35.84197102
50만송이튤립축제,0,지역축제,대구 달서구 두류공원로 200,,,053-620-0001,128.565928,35.85352751
중리동곱창마을,0,먹거리/패션거리,대구 서구 와룡로66길 57,,,-,128.543964,35.86227707
성당못,0,지역호수/저수지,대구 달서구 공원순환로 216,,,-,128.5602731,35.84287233
소금정지,0,지역호수/저수지,대구 북구 관음동 856,,,-,128.5379015,35.93942132
지당지,0,지역호수/저수지,대구 북구 태전동 20-2,,,-,128.5336098,35.93035758
강대골지,0,지역호수/저수지,대구 북구 도남동 319,,,-,128.587993,35.96361179
조항지,0,지역호수/저수지,대구 동구 중대동,,,-,128.6323854,35.98758294
장수사,0,지역사찰,대구 달성군 옥포읍 옥계길 16-1,,,053-615-9004,128.462354,35.79279948
복현오거리막창골목,0,먹거리/패션거리,대구 북구 복현동,,,-,128.6148424,35.89664891
범어로데오타운,0,먹거리/패션거리,대구 수성구 달구벌대로 2520,,,-,128.63835,35.85843281
우록지,0,지역호수/저수지,대구 달성군 가창면 우록리,,,-,128.6327124,35.71362293
상동못,0,지역호수/저수지,대구 달성군 논공읍 상리,,,-,128.4190295,35.74975088
노이지,0,지역호수/저수지,대구 달성군 논공읍 노이리,,,-,128.4547429,35.74817877
가산지,0,지역호수/저수지,대구 동구 부동 656,,,-,128.6807716,35.89580399
대광사,0,지역사찰,대구 서구 북비산로72길 10,,,053-561-9305,128.3989207,35.88353538
야시골목,0,먹거리/패션거리,대구 중구 삼덕동1가,,,-,128.5965325,35.86639346
전월사,0,지역사찰,대구 달성군 가창면 원정길 183-84,,,053-763-9039,128.626975,35.76277646
대구수목원국화전시회,0,지역축제,대구 달서구 화암로 342,,,-,128.5210608,35.80040809
대구약전골목,0,먹거리/패션거리,대구 중구 남성로 158-1,,,-,128.5886412,35.86857976
화원자연휴양림,0,휴양림/수목원,대구 달성군 화원읍 화원휴양림길 126,,,1588-3250,128.5351309,35.77221627
도원지,0,지역호수/저수지,대구 달서구 도원동 1404,,,-,128.5475198,35.80202057
연경지,0,지역호수/저수지,대구 북구 연경동 872-42,,,-,128.6120373,35.96562946
정혜사,0,지역사찰,대구 남구 현충로5길 67,,,053-624-9852,128.5757016,35.83404291
불지사,0,지역사찰,대구 수성구 달구벌대로568길 32,,,053-794-6089,128.6666161,35.84618978
용호서원,0,서원/향교/서당,대구 달성군 다사읍 서재본4길 18-27,,,-,128.493764,35.87448383
원각사,0,지역사찰,대구 달성군 화원읍 사문진로4길 13,,,053-635-3361,128.4905779,35.80778517
약정사,0,지역사찰,대구 달서구 진천로16길 77,,,053-632-5044,128.527312,35.81666383
한미친화의거리,0,먹거리/패션거리,대구 남구 봉덕동 664-1,,,-,128.5949164,35.84004601
히말라야,0,토속/특산물/기념품매장,대구 중구 봉산문화길 69,,,053-743-7179,128.5972575,35.86276688
봉산문화거리,0,먹거리/패션거리,대구 중구 봉산동,,,-,128.5977951,35.86187492
봉개울지,0,지역호수/저수지,대구 달성군 현풍읍 성하리,,,-,128.4437921,35.71288323
용곡지,0,지역호수/저수지,대구 북구 도남동 432,,,-,128.5845675,35.96777559
가기아트,0,토속/특산물/기념품매장,대구 달성군 옥포읍 반송6길 20,,,053-616-1211,128.5052594,35.7447945
우암사,0,지역사찰,대구 수성구 효행로 20,,,053-794-1002,128.6499846,35.87669068
혜운사,0,지역사찰,대구 달서구 월배로 373,,,053-642-4567,128.5608012,35.82594258
수봉정사,0,서원/향교/서당,대구 달성군 화원읍 인흥3길 16,,,-,128.5182912,35.79228392
용현지,0,지역호수/저수지,대구 달성군 구지면 화산리 237,,,-,128.4096915,35.66791379
마하연선원,0,지역사찰,대구 동구 매여로 369,,,-,128.7164376,35.91076488
제석사,0,지역사찰,대구 동구 아양로8길 22,,,-,128.6379224,35.87665266
성덕사,0,지역사찰,대구 북구 대현남로10길 39-1,,,053-952-7680,128.6101305,35.8818715
무파사,0,지역사찰,대구 동구 팔공로28길 73-7,,,-,128.6484989,35.91164604
교동전자거리,0,먹거리/패션거리,대구 중구 문화동 2-7,,,-,128.5981202,35.87265932
대보사,0,지역사찰,대구 중구 명륜로 44-4,,,053-256-9753,128.5924178,35.85539599
북성로연탄불고기골목,0,먹거리/패션거리,대구 중구 달성로22길 88,,,-,128.5869038,35.87451073
기곡지,0,지역호수/저수지,대구 동구 능성동,,,-,128.7364507,35.96677809
정토선원,0,지역사찰,대구 북구 노곡로3길 23-3,,,-,128.5606176,35.90490351
